ID,collected?,mainCategory,subCategory,name,type,team,requirementText,rewardText,unobtainable?,paid?,altRequirementText,season,internalSort
2952,FALSE,Weapon Attachments,M1014 Attachments,Canted Stubby,Underbarrels,,M1014 Mastery 25,,,,,0,490
2953,FALSE,Weapon Attachments,M1014 Attachments,LDS 4.50x,Scopes,,M1014 Mastery 26,,,,,0,490
2954,FALSE,Weapon Attachments,M1014 Attachments,Flechette,Ammunition,,M1014 Mastery 26,,,,,0,490
2955,FALSE,Weapon Attachments,M1014 Attachments,RO-S 1.25x,Scopes,,M1014 Mastery 28,,,,,0,490
2956,FALSE,Weapon Attachments,M1014 Attachments,Ribbed Vertical,Underbarrels,,M1014 Mastery 29,,,,,0,490
2957,FALSE,Weapon Attachments,M1014 Attachments,R4T 2.00x,Scopes,,M1014 Mastery 3,,,,,0,490
2958,FALSE,Weapon Attachments,M1014 Attachments,SDO 3.50x,Scopes,,M1014 Mastery 30,,,,,0,490
2959,FALSE,Weapon Attachments,M1014 Attachments,SU-231 1.50x,Scopes,,M1014 Mastery 31,,,,,0,490
2960,FALSE,Weapon Attachments,M1014 Attachments,Classic Vertical,Underbarrels,,M1014 Mastery 32,,,,,0,490
2961,FALSE,Weapon Attachments,M1014 Attachments,ST Prisim 5.00x,Scopes,,M1014 Mastery 33,,,,,0,490
2962,FALSE,Weapon Attachments,M1014 Attachments,50 MW Green,Right Accessories,,M1014 Mastery 34,,,,,0,490
2963,FALSE,Weapon Attachments,M1014 Attachments,ROX 1.50x,Scopes,,M1014 Mastery 35,,,,,0,490
2964,FALSE,Weapon Attachments,M1014 Attachments,Mars-F LPVO,Scopes,,M1014 Mastery 36,,,,,0,490
2965,FALSE,Weapon Attachments,M1014 Attachments,Low-Profile Stubby,Underbarrels,,M1014 Mastery 36,,,,,0,490
2966,FALSE,Weapon Attachments,M1014 Attachments,Lightened Suppressor,Muzzles,,M1014 Mastery 37,,,,,0,490
2967,FALSE,Weapon Attachments,M1014 Attachments,1P87 1.50x,Scopes,,M1014 Mastery 38,,,,,0,490
2968,FALSE,Weapon Attachments,M1014 Attachments,PAS-35 3.00x,Scopes,,M1014 Mastery 39,,,,,0,490
2969,FALSE,Weapon Attachments,M1014 Attachments,Full Angled,Underbarrels,,M1014 Mastery 39,,,,,0,490
2970,FALSE,Weapon Attachments,M1014 Attachments,5 MW Red,Right Accessories,,M1014 Mastery 4,,,,,0,490
2971,FALSE,Weapon Attachments,M1014 Attachments,120 MW Blue,Right Accessories,,M1014 Mastery 40,,,,,0,490
2972,FALSE,Weapon Attachments,M1014 Attachments,R-MR 1.00x,Scopes,,M1014 Mastery 5,,,,,0,490
2973,FALSE,Weapon Attachments,M1014 Attachments,Ribbed Stubby,Underbarrels,,M1014 Mastery 5,,,,,0,490
2974,FALSE,Weapon Attachments,M1014 Attachments,5 Shell Tube,Magazines,,M1014 Mastery 6,,,,,0,490
2975,FALSE,Weapon Attachments,M1014 Attachments,A-P2 1.75x,Scopes,,M1014 Mastery 7,,,,,0,490
2976,FALSE,Weapon Attachments,M1014 Attachments,Stippled Stubby,Underbarrels,,M1014 Mastery 7,,,,,0,490
2977,FALSE,Weapon Attachments,M1014 Attachments,Slugs,Ammunition,,M1014 Mastery 8,,,,,0,490
2978,FALSE,Weapon Attachments,M1014 Attachments,PVQ-31 4.00x,Scopes,,M1014 Mastery 9,,,,,0,490
2979,FALSE,Weapon Packages,M1014 Packages,Factory,Shotgun,,Rank 42,,,,,0,2
2980,FALSE,Weapon Packages,M1014 Packages,Warfighter,Shotgun,,M1014 Mastery 10,,,,,0,2
2981,FALSE,Weapon Packages,M1014 Packages,Unstoppable Force,Shotgun,,M1014 Mastery 50,,,,,0,2
2982,FALSE,Weapon Packages,M1014 Packages,Alignment,Shotgun,,Season 1 Battle Pass Rogue Operators Tier 9,,,x,,1,2
2983,FALSE,Weapon Attachments,M123K Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,320
2984,FALSE,Weapon Attachments,M123K Attachments,Iron Sights,Scopes,,Rank 38,,,,,0,320
2985,FALSE,Weapon Attachments,M123K Attachments,SU-231 1.50x,Scopes,,Rank 38,,,,,0,320
2986,FALSE,Weapon Attachments,M123K Attachments,Flash Hider,Muzzles,,Rank 38,,,,,0,320
2987,FALSE,Weapon Attachments,M123K Attachments,370mm Compact,Barrels,,Rank 38,,,,,0,320
2988,FALSE,Weapon Attachments,M123K Attachments,Bipod,Underbarrels,,Rank 38,,,,,0,320
2989,FALSE,Weapon Attachments,M123K Attachments,100RND Belt Pouch,Magazines,,Rank 38,,,,,0,320
2990,FALSE,Weapon Attachments,M123K Attachments,FMJ,Ammunition,,Rank 38,,,,,0,320
2991,FALSE,Weapon Attachments,M123K Attachments,SDO 3.50x,Scopes,,M123K Mastery 1,,,,,0,320
2992,FALSE,Weapon Attachments,M123K Attachments,Folding Vertical,Underbarrels,,M123K Mastery 1,,,,,0,320
2993,FALSE,Weapon Attachments,M123K Attachments,Canted Iron Sights,Optic Accessories,,M123K Mastery 10,,,,,0,320
2994,FALSE,Weapon Attachments,M123K Attachments,2PRO 1.25x,Scopes,,M123K Mastery 11,,,,,0,320
2995,FALSE,Weapon Attachments,M123K Attachments,Folding Stubby,Underbarrels,,M123K Mastery 11,,,,,0,320
2996,FALSE,Weapon Attachments,M123K Attachments,A-P2 1.75x,Scopes,,M123K Mastery 12,,,,,0,320
2997,FALSE,Weapon Attachments,M123K Attachments,5 MW Green,Right Accessories,,M123K Mastery 12,,,,,0,320
2998,FALSE,Weapon Attachments,M123K Attachments,LDS 4.50x,Scopes,,M123K Mastery 13,,,,,0,320
2999,FALSE,Weapon Attachments,M123K Attachments,Compensated Brake,Muzzles,,M123K Mastery 13,,,,,0,320
3000,FALSE,Weapon Attachments,M123K Attachments,PTT Grip Pod,Underbarrels,,M123K Mastery 14,,,,,0,320
3001,FALSE,Weapon Attachments,M123K Attachments,ROX 1.50x,Scopes,,M123K Mastery 15,,,,,0,320
3002,FALSE,Weapon Attachments,M123K Attachments,200RND Belt Box,Magazines,,M123K Mastery 15,,,,,0,320
3003,FALSE,Weapon Attachments,M123K Attachments,Mars-F LPVO,Scopes,,M123K Mastery 16,,,,,0,320
3004,FALSE,Weapon Attachments,M123K Attachments,6H64 Vertical,Underbarrels,,M123K Mastery 16,,,,,0,320
3005,FALSE,Weapon Attachments,M123K Attachments,OSA-7 1.00x,Scopes,,M123K Mastery 17,,,,,0,320
3006,FALSE,Weapon Attachments,M123K Attachments,Standard Suppressor,Muzzles,,M123K Mastery 17,,,,,0,320
3007,FALSE,Weapon Attachments,M123K Attachments,Ribbed Stubby,Underbarrels,,M123K Mastery 18,,,,,0,320
3008,FALSE,Weapon Attachments,M123K Attachments,BAKER 3.00x,Scopes,,M123K Mastery 19,,,,,0,320
3009,FALSE,Weapon Attachments,M123K Attachments,50 MW Green,Right Accessories,,M123K Mastery 19,,,,,0,320
3010,FALSE,Weapon Attachments,M123K Attachments,Mini Flex 1.00x,Scopes,,M123K Mastery 2,,,,,0,320
3011,FALSE,Weapon Attachments,M123K Attachments,Linear Comp,Muzzles,,M123K Mastery 2,,,,,0,320
3012,FALSE,Weapon Attachments,M123K Attachments,Canted Reflex,Optic Accessories,,M123K Mastery 20,,,,,0,320
3013,FALSE,Weapon Attachments,M123K Attachments,Grim 1.50x,Scopes,,M123K Mastery 21,,,,,0,320
3014,FALSE,Weapon Attachments,M123K Attachments,Canted Stubby,Underbarrels,,M123K Mastery 21,,,,,0,320
3015,FALSE,Weapon Attachments,M123K Attachments,612mm VMW,Barrels,,M123K Mastery 22,,,,,0,320
3016,FALSE,Weapon Attachments,M123K Attachments,ST Prisim 5.00x,Scopes,,M123K Mastery 23,,,,,0,320
3017,FALSE,Weapon Attachments,M123K Attachments,Long Suppressor,Muzzles,,M123K Mastery 23,,,,,0,320
3018,FALSE,Weapon Attachments,M123K Attachments,Full Angled,Underbarrels,,M123K Mastery 24,,,,,0,320
3019,FALSE,Weapon Attachments,M123K Attachments,R-MR 1.00x,Scopes,,M123K Mastery 25,,,,,0,320
3020,FALSE,Weapon Attachments,M123K Attachments,Hollow Point,Ammunition,,M123K Mastery 25,,,,,0,320
3021,FALSE,Weapon Attachments,M123K Attachments,50 MW Blue,Right Accessories,,M123K Mastery 26,,,,,0,320
3022,FALSE,Weapon Attachments,M123K Attachments,R4T 2.00x,Scopes,,M123K Mastery 27,,,,,0,320
3023,FALSE,Weapon Attachments,M123K Attachments,QD Grip Pod,Underbarrels,,M123K Mastery 27,,,,,0,320
3024,FALSE,Weapon Attachments,M123K Attachments,CQB Suppressor,Muzzles,,M123K Mastery 28,,,,,0,320
3025,FALSE,Weapon Attachments,M123K Attachments,MC-CO LPVO,Scopes,,M123K Mastery 29,,,,,0,320
3026,FALSE,Weapon Attachments,M123K Attachments,Classic Grip Pod,Underbarrels,,M123K Mastery 29,,,,,0,320
3027,FALSE,Weapon Attachments,M123K Attachments,CCO 2.00x,Scopes,,M123K Mastery 3,,,,,0,320
3028,FALSE,Weapon Attachments,M123K Attachments,450mm Standard,Barrels,,M123K Mastery 3,,,,,0,320
3029,FALSE,Weapon Attachments,M123K Attachments,Piggyback Reflex,Optic Accessories,,M123K Mastery 30,,,,,0,320
3030,FALSE,Weapon Attachments,M123K Attachments,1P87 1.50x,Scopes,,M123K Mastery 31,,,,,0,320
3031,FALSE,Weapon Attachments,M123K Attachments,Classic Vertical,Underbarrels,,M123K Mastery 32,,,,,0,320
3032,FALSE,Weapon Attachments,M123K Attachments,RO-S 1.25x,Scopes,,M123K Mastery 33,,,,,0,320
3033,FALSE,Weapon Attachments,M123K Attachments,120 MW Blue,Right Accessories,,M123K Mastery 33,,,,,0,320
3034,FALSE,Weapon Attachments,M123K Attachments,Lightened Suppressor,Muzzles,,M123K Mastery 34,,,,,0,320
3035,FALSE,Weapon Attachments,M123K Attachments,Stippled Stubby,Underbarrels,,M123K Mastery 35,,,,,0,320
3036,FALSE,Weapon Attachments,M123K Attachments,3VZR 1.75x,Scopes,,M123K Mastery 36,,,,,0,320
3037,FALSE,Weapon Attachments,M123K Attachments,PAS-35 3.00x,Scopes,,M123K Mastery 37,,,,,0,320
3038,FALSE,Weapon Attachments,M123K Attachments,Low-Profile Stubby,Underbarrels,,M123K Mastery 38,,,,,0,320
3039,FALSE,Weapon Attachments,M123K Attachments,SF-G2 5.00x,Scopes,,M123K Mastery 39,,,,,0,320
3040,FALSE,Weapon Attachments,M123K Attachments,Frangible,Ammunition,,M123K Mastery 39,,,,,0,320
3041,FALSE,Weapon Attachments,M123K Attachments,Alloy Vertical,Underbarrels,,M123K Mastery 4,,,,,0,320
3042,FALSE,Weapon Attachments,M123K Attachments,DVO LPVO,Scopes,,M123K Mastery 40,,,,,0,320
3043,FALSE,Weapon Attachments,M123K Attachments,PVQ-31 4.00x,Scopes,,M123K Mastery 5,,,,,0,320
3044,FALSE,Weapon Attachments,M123K Attachments,5 MW Red,Right Accessories,,M123K Mastery 5,,,,,0,320
3045,FALSE,Weapon Attachments,M123K Attachments,CQ RDS 1.25x,Scopes,,M123K Mastery 6,,,,,0,320
3046,FALSE,Weapon Attachments,M123K Attachments,Double-Port Brake,Muzzles,,M123K Mastery 6,,,,,0,320
3047,FALSE,Weapon Attachments,M123K Attachments,RO-M 1.75x,Scopes,,M123K Mastery 7,,,,,0,320
3048,FALSE,Weapon Attachments,M123K Attachments,Ribbed Vertical,Underbarrels,,M123K Mastery 7,,,,,0,320
3049,FALSE,Weapon Attachments,M123K Attachments,Flashlight,Left Accessories,,M123K Mastery 8,,,,,0,320
3050,FALSE,Weapon Attachments,M123K Attachments,BF-2M 2.50x,Scopes,,M123K Mastery 9,,,,,0,320
3051,FALSE,Weapon Attachments,M123K Attachments,Tungsten Core,Ammunition,,M123K Mastery 9,,,,,0,320
3052,FALSE,Weapon Packages,M123K Packages,Factory,LMG,,Rank 38,,,,,0,5
3053,FALSE,Weapon Packages,M123K Packages,Warfighter,LMG,,M123K Mastery 10,,,,,0,5
3054,FALSE,Weapon Packages,M123K Packages,Unstoppable Force,LMG,,M123K Mastery 50,,,,,0,5
3055,FALSE,Weapon Attachments,M2010 ESR Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,430
3056,TRUE,Weapon Attachments,M2010 ESR Attachments,Iron Sights,Scopes,,Default,,,,,0,430
3057,TRUE,Weapon Attachments,M2010 ESR Attachments,S-VPS 6.00x,Scopes,,Default,,,,,0,430
3058,TRUE,Weapon Attachments,M2010 ESR Attachments,Canted Reflex,Optic Accessories,,Default,,,,,0,430
3059,TRUE,Weapon Attachments,M2010 ESR Attachments,Range Finder,Left Accessories,,Default,,,,,0,430
3060,TRUE,Weapon Attachments,M2010 ESR Attachments,Single-Port Brake,Muzzles,,Default,,,,,0,430
3061,TRUE,Weapon Attachments,M2010 ESR Attachments,"24"" Fluted",Barrels,,Default,,,,,0,430
3062,TRUE,Weapon Attachments,M2010 ESR Attachments,Bipod,Underbarrels,,Default,,,,,0,430
3063,TRUE,Weapon Attachments,M2010 ESR Attachments,5RND Magazine,Magazines,,Default,,,,,0,430
3064,TRUE,Weapon Attachments,M2010 ESR Attachments,FMJ,Ammunition,,Default,,,,,0,430
3065,FALSE,Weapon Attachments,M2010 ESR Attachments,BAKER 3.00x,Scopes,,M2010 ESR Mastery 1,,,,,0,430
3066,FALSE,Weapon Attachments,M2010 ESR Attachments,Full Angled,Underbarrels,,M2010 ESR Mastery 1,,,,,0,430
3067,FALSE,Weapon Attachments,M2010 ESR Attachments,SSDS 6.00x,Scopes,,M2010 ESR Mastery 10,,,,,0,430
3068,FALSE,Weapon Attachments,M2010 ESR Attachments,Canted Iron Sights,Optic Accessories,,M2010 ESR Mastery 10,,,,,0,430
3069,FALSE,Weapon Attachments,M2010 ESR Attachments,"24"" Full",Barrels,,M2010 ESR Mastery 11,,,,,0,430
3070,FALSE,Weapon Attachments,M2010 ESR Attachments,CCO 2.00x,Scopes,,M2010 ESR Mastery 12,,,,,0,430
3071,FALSE,Weapon Attachments,M2010 ESR Attachments,Double-Port Brake,Muzzles,,M2010 ESR Mastery 12,,,,,0,430
3072,FALSE,Weapon Attachments,M2010 ESR Attachments,DLC Bolt,Ergonomics,,M2010 ESR Mastery 13,,,,,0,430
3073,FALSE,Weapon Attachments,M2010 ESR Attachments,NFGC LPVO,Scopes,,M2010 ESR Mastery 14,,,,,0,430
3074,FALSE,Weapon Attachments,M2010 ESR Attachments,Low-Profile Stubby,Underbarrels,,M2010 ESR Mastery 14,,,,,0,430
3075,FALSE,Weapon Attachments,M2010 ESR Attachments,Grim 1.50x,Scopes,,M2010 ESR Mastery 15,,,,,0,430
3076,FALSE,Weapon Attachments,M2010 ESR Attachments,5RND Fast Magazine,Magazines,,M2010 ESR Mastery 15,,,,,0,430
3077,FALSE,Weapon Attachments,M2010 ESR Attachments,ST Prisim 5.00x,Scopes,,M2010 ESR Mastery 16,,,,,0,430
3078,FALSE,Weapon Attachments,M2010 ESR Attachments,"26"" Carbon",Barrels,,M2010 ESR Mastery 16,,,,,0,430
3079,FALSE,Weapon Attachments,M2010 ESR Attachments,BF-2M 2.50x,Scopes,,M2010 ESR Mastery 17,,,,,0,430
3080,FALSE,Weapon Attachments,M2010 ESR Attachments,MC-CO LPVO,Scopes,,M2010 ESR Mastery 18,,,,,0,430
3081,FALSE,Weapon Attachments,M2010 ESR Attachments,50 MW Green,Top Accessories,,M2010 ESR Mastery 18,,,,,0,430
3082,FALSE,Weapon Attachments,M2010 ESR Attachments,2PRO 1.25x,Scopes,,M2010 ESR Mastery 19,,,,,0,430
3083,FALSE,Weapon Attachments,M2010 ESR Attachments,Adjustable Magnification 2.00x,Optic Accessories,,M2010 ESR Mastery 19,,,,,0,430
3084,FALSE,Weapon Attachments,M2010 ESR Attachments,5 MW Red,Top Accessories,,M2010 ESR Mastery 2,,,,,0,430
3085,FALSE,Weapon Attachments,M2010 ESR Attachments,SDO 3.50x,Scopes,,M2010 ESR Mastery 20,,,,,0,430
3086,FALSE,Weapon Attachments,M2010 ESR Attachments,A-P2 1.75x,Scopes,,M2010 ESR Mastery 21,,,,,0,430
3087,FALSE,Weapon Attachments,M2010 ESR Attachments,Standard Suppressor,Muzzles,,M2010 ESR Mastery 21,,,,,0,430
3088,FALSE,Weapon Attachments,M2010 ESR Attachments,NFX 8.00x,Scopes,,M2010 ESR Mastery 22,,,,,0,430
3089,FALSE,Weapon Attachments,M2010 ESR Attachments,Slim Angled,Underbarrels,,M2010 ESR Mastery 22,,,,,0,430
3090,FALSE,Weapon Attachments,M2010 ESR Attachments,ROX 1.50x,Scopes,,M2010 ESR Mastery 23,,,,,0,430
3091,FALSE,Weapon Attachments,M2010 ESR Attachments,Adjustable Magnification 3.00x,Optic Accessories,,M2010 ESR Mastery 23,,,,,0,430
3092,FALSE,Weapon Attachments,M2010 ESR Attachments,SF-G2 5.00x,Scopes,,M2010 ESR Mastery 24,,,,,0,430
3093,FALSE,Weapon Attachments,M2010 ESR Attachments,8RND Magazine,Magazines,,M2010 ESR Mastery 24,,,,,0,430
3094,FALSE,Weapon Attachments,M2010 ESR Attachments,OSA-7 1.00x,Scopes,,M2010 ESR Mastery 25,,,,,0,430
3095,FALSE,Weapon Attachments,M2010 ESR Attachments,Flashlight,Left Accessories,,M2010 ESR Mastery 25,,,,,0,430
3096,FALSE,Weapon Attachments,M2010 ESR Attachments,LERT 8.00x,Scopes,,M2010 ESR Mastery 26,,,,,0,430
3097,FALSE,Weapon Attachments,M2010 ESR Attachments,Tungsten Core,Ammunition,,M2010 ESR Mastery 26,,,,,0,430
3098,FALSE,Weapon Attachments,M2010 ESR Attachments,PAS-35 3.00x,Scopes,,M2010 ESR Mastery 27,,,,,0,430
3099,FALSE,Weapon Attachments,M2010 ESR Attachments,RO-S 1.25x,Scopes,,M2010 ESR Mastery 28,,,,,0,430
3100,FALSE,Weapon Attachments,M2010 ESR Attachments,Long Suppressor,Muzzles,,M2010 ESR Mastery 28,,,,,0,430
3101,FALSE,Weapon Attachments,M2010 ESR Attachments,R4T 2.00x,Scopes,,M2010 ESR Mastery 29,,,,,0,430
3102,FALSE,Weapon Attachments,M2010 ESR Attachments,50 MW Blue,Top Accessories,,M2010 ESR Mastery 29,,,,,0,430
3103,FALSE,Weapon Attachments,M2010 ESR Attachments,Match Grade,Ammunition,,M2010 ESR Mastery 3,,,,,0,430
3104,FALSE,Weapon Attachments,M2010 ESR Attachments,R-VPS 10.00x,Scopes,,M2010 ESR Mastery 30,,,,,0,430
3105,FALSE,Weapon Attachments,M2010 ESR Attachments,QD Grip Pod,Underbarrels,,M2010 ESR Mastery 30,,,,,0,430
3106,FALSE,Weapon Attachments,M2010 ESR Attachments,Mini Flex 1.00x,Scopes,,M2010 ESR Mastery 31,,,,,0,430
3107,FALSE,Weapon Attachments,M2010 ESR Attachments,Adjustable Magnification 4.00x,Optic Accessories,,M2010 ESR Mastery 31,,,,,0,430
3108,FALSE,Weapon Attachments,M2010 ESR Attachments,DVO LPVO,Scopes,,M2010 ESR Mastery 32,,,,,0,430
3109,FALSE,Weapon Attachments,M2010 ESR Attachments,SU-231 1.50x,Scopes,,M2010 ESR Mastery 33,,,,,0,430
3110,FALSE,Weapon Attachments,M2010 ESR Attachments,120 MW Blue,Top Accessories,,M2010 ESR Mastery 33,,,,,0,430
3111,FALSE,Weapon Attachments,M2010 ESR Attachments,SM Rifle Variable,Scopes,,M2010 ESR Mastery 34,,,,,0,430
3112,FALSE,Weapon Attachments,M2010 ESR Attachments,CQB Suppressor,Muzzles,,M2010 ESR Mastery 34,,,,,0,430
3113,FALSE,Weapon Attachments,M2010 ESR Attachments,3VZR 1.75x,Scopes,,M2010 ESR Mastery 35,,,,,0,430
3114,FALSE,Weapon Attachments,M2010 ESR Attachments,Frangible,Ammunition,,M2010 ESR Mastery 35,,,,,0,430
3115,FALSE,Weapon Attachments,M2010 ESR Attachments,LDS 4.50x,Scopes,,M2010 ESR Mastery 36,,,,,0,430
3116,FALSE,Weapon Attachments,M2010 ESR Attachments,Anti-Glare Coating,Optic Accessories,,M2010 ESR Mastery 36,,,,,0,430
3117,FALSE,Weapon Attachments,M2010 ESR Attachments,RO-M 1.75x,Scopes,,M2010 ESR Mastery 37,,,,,0,430
3118,FALSE,Weapon Attachments,M2010 ESR Attachments,Classic Grip Pod,Underbarrels,,M2010 ESR Mastery 37,,,,,0,430
3119,FALSE,Weapon Attachments,M2010 ESR Attachments,TS-HD 6.00x,Scopes,,M2010 ESR Mastery 38,,,,,0,430
3120,FALSE,Weapon Attachments,M2010 ESR Attachments,1P87 1.50x,Scopes,,M2010 ESR Mastery 39,,,,,0,430
3121,FALSE,Weapon Attachments,M2010 ESR Attachments,Lightened Suppressor,Muzzles,,M2010 ESR Mastery 39,,,,,0,430
3122,FALSE,Weapon Attachments,M2010 ESR Attachments,R-MR 1.00x,Scopes,,M2010 ESR Mastery 4,,,,,0,430
3123,FALSE,Weapon Attachments,M2010 ESR Attachments,1P88 Variable,Scopes,,M2010 ESR Mastery 40,,,,,0,430
3124,FALSE,Weapon Attachments,M2010 ESR Attachments,PVQ-31 4.00x,Scopes,,M2010 ESR Mastery 6,,,,,0,430
3125,FALSE,Weapon Attachments,M2010 ESR Attachments,5 MW Green,Top Accessories,,M2010 ESR Mastery 7,,,,,0,430
3126,FALSE,Weapon Attachments,M2010 ESR Attachments,Compensated Brake,Muzzles,,M2010 ESR Mastery 7,,,,,0,430
3127,FALSE,Weapon Attachments,M2010 ESR Attachments,CQ RDS 1.25x,Scopes,,M2010 ESR Mastery 8,,,,,0,430
3128,FALSE,Weapon Attachments,M2010 ESR Attachments,Flash Hider,Muzzles,,M2010 ESR Mastery 9,,,,,0,430
3129,TRUE,Weapon Packages,M2010 ESR Packages,Factory,Sniper Rifle,,Default,,,,,0,1
3130,FALSE,Weapon Packages,M2010 ESR Packages,Warfighter,Sniper Rifle,,M2010 ESR Mastery 10,,,,,0,1
3131,FALSE,Weapon Packages,M2010 ESR Packages,Unstoppable Force,Sniper Rifle,,M2010 ESR Mastery 50,,,,,0,1
3132,FALSE,Weapon Packages,M2010 ESR Packages,Drop Shadow,Sniper Rifle,,Phantom Edition,,,x,,0,1
3133,FALSE,Weapon Packages,M2010 ESR Packages,Interspace,Sniper Rifle,,Season 1 Battle Pass Rogue Operators Tier 6,,,,,1,1
3134,FALSE,Weapon Packages,M2010 ESR Packages,Lethal Force [sometimes unnamed in-game],Sniper Rifle,,"Inbox gift for the playing the game this month, November 2025",,,,,1,1
3135,FALSE,Weapon Packages,M2010 ESR Packages,Deadlock,Sniper Rifle,,Unknown (tournament reward),,x,,,,1
3136,FALSE,Weapon Attachments,M240L Attachments,SU-230 LPVO,Scopes,,Challenge SEASON 1 HARDWARE 1,,,,,1,350
3137,FALSE,Weapon Attachments,M240L Attachments,Rail Cover,Ergonomics,,Challenge SEASON 1 HARDWARE 2,,,,,1,350
3138,FALSE,Weapon Attachments,M240L Attachments,Iron Sights,Scopes,,Challenge BULLET STORM 2,,,,,0,350
3139,FALSE,Weapon Attachments,M240L Attachments,SU-231 1.50x,Scopes,,Challenge BULLET STORM 2,,,,,0,350
3140,FALSE,Weapon Attachments,M240L Attachments,Flash Hider,Muzzles,,Challenge BULLET STORM 2,,,,,0,350
3141,FALSE,Weapon Attachments,M240L Attachments,"20"" Lima",Barrels,,Challenge BULLET STORM 2,,,,,0,350
3142,FALSE,Weapon Attachments,M240L Attachments,Bipod,Underbarrels,,Challenge BULLET STORM 2,,,,,0,350
3143,FALSE,Weapon Attachments,M240L Attachments,50RND Loose Belt,Magazines,,Challenge BULLET STORM 2,,,,,0,350
3144,FALSE,Weapon Attachments,M240L Attachments,FMJ,Ammunition,,Challenge BULLET STORM 2,,,,,0,350
3145,FALSE,Weapon Attachments,M240L Attachments,SDO 3.50x,Scopes,,M240L Mastery 1,,,,,0,350
3146,FALSE,Weapon Attachments,M240L Attachments,Folding Vertical,Underbarrels,,M240L Mastery 1,,,,,0,350
3147,FALSE,Weapon Attachments,M240L Attachments,Canted Iron Sights,Optic Accessories,,M240L Mastery 10,,,,,0,350
3148,FALSE,Weapon Attachments,M240L Attachments,NGFC LPVO,Scopes,,M240L Mastery 11,,,,,0,350
3149,FALSE,Weapon Attachments,M240L Attachments,PTT Grip Pod,Underbarrels,,M240L Mastery 11,,,,,0,350
3150,FALSE,Weapon Attachments,M240L Attachments,A-P2 1.75x,Scopes,,M240L Mastery 12,,,,,0,350
3151,FALSE,Weapon Attachments,M240L Attachments,5 MW Green,Right Accessories,,M240L Mastery 12,,,,,0,350
3152,FALSE,Weapon Attachments,M240L Attachments,BF-2M 2.50x,Scopes,,M240L Mastery 13,,,,,0,350
3153,FALSE,Weapon Attachments,M240L Attachments,Tungsten Core,Ammunition,,M240L Mastery 13,,,,,0,350
3154,FALSE,Weapon Attachments,M240L Attachments,6H64 Vertical,Underbarrels,,M240L Mastery 14,,,,,0,350
3155,FALSE,Weapon Attachments,M240L Attachments,ROX 1.50x,Scopes,,M240L Mastery 15,,,,,0,350
3156,FALSE,Weapon Attachments,M240L Attachments,Compensated Brake,Muzzles,,M240L Mastery 15,,,,,0,350
3157,FALSE,Weapon Attachments,M240L Attachments,LDS 4.50x,Scopes,,M240L Mastery 16,,,,,0,350
3158,FALSE,Weapon Attachments,M240L Attachments,Slim Angled,Underbarrels,,M240L Mastery 16,,,,,0,350
3159,FALSE,Weapon Attachments,M240L Attachments,Grim 1.50x,Scopes,,M240L Mastery 17,,,,,0,350
3160,FALSE,Weapon Attachments,M240L Attachments,75RND Belt Box,Magazines,,M240L Mastery 17,,,,,0,350
3161,FALSE,Weapon Attachments,M240L Attachments,Ribbed Stubby,Underbarrels,,M240L Mastery 18,,,,,0,350
3162,FALSE,Weapon Attachments,M240L Attachments,ST Prisim 5.00x,Scopes,,M240L Mastery 19,,,,,0,350
3163,FALSE,Weapon Attachments,M240L Attachments,50 MW Green,Right Accessories,,M240L Mastery 19,,,,,0,350
3164,FALSE,Weapon Attachments,M240L Attachments,Mini Flex 1.00x,Scopes,,M240L Mastery 2,,,,,0,350
3165,FALSE,Weapon Attachments,M240L Attachments,Linear Comp,Muzzles,,M240L Mastery 2,,,,,0,350
3166,FALSE,Weapon Attachments,M240L Attachments,Canted Reflex,Optic Accessories,,M240L Mastery 20,,,,,0,350
3167,FALSE,Weapon Attachments,M240L Attachments,2PRO 1.25x,Scopes,,M240L Mastery 21,,,,,0,350
3168,FALSE,Weapon Attachments,M240L Attachments,Canted Stubby,Underbarrels,,M240L Mastery 21,,,,,0,350
3169,FALSE,Weapon Attachments,M240L Attachments,Standard Suppressor,Muzzles,,M240L Mastery 22,,,,,0,350
3170,FALSE,Weapon Attachments,M240L Attachments,R4T 2.00x,Scopes,,M240L Mastery 23,,,,,0,350
3171,FALSE,Weapon Attachments,M240L Attachments,"20"" OH",Barrels,,M240L Mastery 23,,,,,0,350
3172,FALSE,Weapon Attachments,M240L Attachments,Full Angled,Underbarrels,,M240L Mastery 24,,,,,0,350
3173,FALSE,Weapon Attachments,M240L Attachments,MC-CO LPVO,Scopes,,M240L Mastery 25,,,,,0,350
